,LIBID,1992 LOCGVT,STABR,LIBNAME,1993 LOCGVT,1994 LOCGVT,1995 LOCGVT,1996 LOCGVT,1997 LOCGVT,1998 LOCGVT,1999 LOCGVT,2000 LOCGVT,2001 LOCGVT,2002 LOCGVT,2003 LOCGVT,2004 LOCGVT,2005 LOCGVT,2006 LOCGVT,2007 LOCGVT,2008 LOCGVT,2009 LOCGVT,2010 LOCGVT,2011 LOCGVT,2012 LOCGVT,2013 LOCGVT,2014 LOCGVT,2015 LOCGVT,2016 LOCGVT
523,200C,0,OH,LANE PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617471,2536653,2217842,2228665,2210496,2212420
524,201C,0,OH,HIGHLAND COUNTY DISTRICT LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,202C,0,OH,HOLGATE COMMUNITY LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147619
526,203C,206,OH,HOMER PUBLIC LIBRARY,0,2,0,1048,7,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,204C,0,OH,HUBBARD PUBLIC LIBRARY,0,5578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336601,318145,326330,324931,332354,326272
528,205C,0,OH,HUDSON LIBRARY AND HISTORICAL SOCIETY,0,239683,255300,263924,274238,274238,360565,344021,359206,360510,752858,749239,761244,764531,1273564,1236067,1252697,1236286,1209574,1691607,1710366,1673026,1716144,1725868
529,206C,24484,OH,HURON PUBLIC LIBRARY,25214,146296,150192,153992,158771,158771,204612,224496,219455,228022,235969,218106,218156,237444,251500,244329,285883,288848,286689,309203,276934,404457,404416,408030
530,207C,0,OH,BRIGGS LAWRENCE COUNTY PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,208C,0,OH,JACKSON CITY LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,210C,0,OH,KENT FREE LIBRARY,0,0,0,0,5486,5486,0,0,0,0,0,0,0,0,0,0,0,0,0,889596,851732,775155,785781,848346
533,211C,0,OH,MARY LOU JOHNSON-HARDIN CNTY PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,212C,0,OH,KINGSVILLE PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,106600,95420,100941,103223,105387,103798,106162,97236,97794,98259,96812,98152
535,213C,0,OH,KINSMAN FREE PUBLIC LIBRARY,0,3624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216192,186485,186165,191292,191783
536,214C,3610,OH,KIRTLAND PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351504,315145,292800,293176,293521,278321,277174,279537,282663
537,215C,905355,OH,LAKEWOOD PUBLIC LIBRARY,890539,1325436,1316710,1319938,1308278,1308278,1322724,1326423,1320120,1315517,1306689,2296003,2311793,2258690,2236684,2235195,2193505,2023472,2168023,2155458,2203554,2160456,2204453,2219658
538,216C,0,OH,FAIRFIELD COUNTY DISTRICT LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,866696,895268,920554,911113,823505,766870,842958,841046,827758,827213,1081248,1117148
539,217C,0,OH,LEBANON PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697014,745748,742633,815785,823302,826955,750304
540,219C,0,OH,BROWN MEMORIAL LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31907,27813,27279,27648,27429,27812
541,220C,0,OH,LIBERTY CENTER PUBLIC LIBRARY,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,143300,143545,148654,154875,144961,137139
542,221C,0,OH,LIMA PUBLIC LIBRARY,0,0,0,0,308,308,0,12921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,222C,0,OH,LEPPER LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,223C,0,OH,LOGAN-HOCKING COUNTY DISTRICT LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,224C,0,OH,LONDON PUBLIC LIBRARY,0,0,171274,150326,149286,149286,448481,70973,194342,203065,275422,292863,285167,297347,293859,373462,375859,381022,342760,357881,363624,356536,368564,467749
546,225C,1122904,OH,LORAIN PUBLIC LIBRARY,1127538,1114227,1132324,1306055,1770532,1770532,1862552,2402781,2461450,2904723,2995311,2829273,3255756,3435489,4273652,4129521,4056448,4002048,4184176,4175640,3851245,3894572,3908831,4022216
547,226C,263,OH,LOUDONVILLE PUBLIC LIBRARY,4648,311,369,457,1758,1758,1126,0,0,0,0,0,0,0,3769,1464,0,0,0,0,0,0,0,0
548,227C,17,OH,LOUISVILLE PUBLIC LIBRARY,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330856,341363,267355,271405,273383,280854
549,230C,0,OH,MANSFIELD-RICHLAND COUNTY PUBLIC LIBRARY,0,0,871363,449875,1712470,1712470,1732494,1683971,1972998,1882800,1452575,3323738,3751430,3504657,3579466,3636362,3412429,3425084,3325157,3195888,3163382,5994879,6314389,5845524
550,231C,0,OH,WASHINGTON COUNTY PUBLIC LIBRARY,130,51,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951514,950325,969179,1030291,1022938,1033907
551,232C,40,OH,MARION PUBLIC LIBRARY,418,778,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,235C,0,OH,MASON PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336756,1330264,1315899,1332979,1339834,1358545
553,236C,36,OH,MASSILLON PUBLIC LIBRARY,5,503,0,0,0,0,0,15250,0,0,0,1100,0,0,827462,759668,744851,733832,751217,799226,702325,699462,705645,733136
554,237C,39152,OH,HERBERT WESCOAT MEMORIAL LIBRARY,39273,40665,41609,39353,40058,40058,38463,40801,39346,38133,41289,41155,41525,36583,43347,68397,59853,59308,62155,62177,62068,68398,92477,94577
555,238C,0,OH,MCCOMB PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,239C,7548,OH,KATE LOVE SIMPSON-MORGAN COUNTY LIBRARY,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270446,247200,271529,243057,241550,231460
557,240C,0,OH,MECHANICSBURG PUBLIC LIBRARY,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73995,74903,76771,77653,76827,84322
558,241C,904368,OH,MEDINA COUNTY DISTRICT LIBRARY,1699033,1793144,1881211,1909808,1955170,1955170,2131219,2232786,2300975,2403172,2422071,2266316,2267679,2377573,2423474,4285428,597159,4414130,4309407,4300245,4242917,4201407,4263654,4331880
559,242C,454946,OH,MENTOR PUBLIC LIBRARY,464123,518531,523432,549673,560676,560676,893322,911921,919401,944042,947000,948263,963480,980133,978964,1133754,1918058,1789142,1781203,1820312,2917248,3005815,3052624,3070707
560,243C,0,OH,EVERGREEN COMMUNITY LIBRARY,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,246C,78,OH,HOLMES COUNTY DISTRICT PUBLIC LIBRARY,0,0,0,0,0,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,247C,11,OH,MINERVA PUBLIC LIBRARY,1,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,248C,0,OH,MONROEVILLE PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,249C,0,OH,MONTPELIER PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,250C,0,OH,SALEM TOWNSHIP PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416672,422844,415752,406141,408315,419286,437337
566,252C,0,OH,MT STERLING PUBLIC LIBRARY,0,0,0,150000,19471,19471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,253C,144405,OH,"MT VERNON & KNOX COUNTY, PUBLIC LIBRARY OF",130286,383294,389250,401096,471443,471443,499282,561809,179273,160086,533128,187366,205927,171983,171801,161963,270833,1060548,1065277,1063476,1095015,1091219,1099332,1119749
568,254C,12235,OH,RIDGEMONT PUBLIC LIBRARY,12690,13435,13706,13244,14892,14892,16142,16730,16614,16400,16317,16635,16096,17232,17304,18116,15274,15807,15047,15500,16840,16790,16016,16266
569,255C,164087,OH,NAPOLEON PUBLIC LIBRARY,173500,177723,184274,187286,192799,192799,202413,220928,252209,214924,225927,218006,216749,235626,229168,222185,219763,148912,144636,142825,144599,143599,147879,147544
570,257C,0,OH,NEW CARLISLE PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,0,0,0,0,0,0,0,0,0,0
571,260C,0,OH,NEW MADISON PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109771,109734,112726,115000,117138
572,261C,161733,OH,TUSCARAWAS COUNTY PUBLIC LIBRARY,154692,346232,362214,241593,253615,253615,314226,325260,330264,343851,346970,203563,201743,205737,205274,182222,587644,593164,515390,520098,518027,530791,1500710,1525108
573,262C,0,OH,NEW STRAITSVILLE PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,264C,39647,OH,NEWCOMERSTOWN PUBLIC LIBRARY,40751,41354,41466,41470,46649,46649,39665,65647,0,41388,52865,46014,48585,48054,46813,43244,40927,37088,40043,177708,180208,192741,179346,202257
575,265C,0,OH,NEWTON FALLS PUBLIC LIBRARY,0,4422,0,7150,111311,111311,108032,106578,109829,110484,108923,113132,101298,104160,107490,104104,95134,109269,106213,253675,246776,217687,215403,207983
576,266C,0,OH,MCKINLEY MEMORIAL LIBRARY,0,7091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328887,300672,307811,288920,273183,322785
577,267C,13,OH,NORTH BALTIMORE PUBLIC LIBRARY,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,124758,126744,126829,119842,124900,125544
578,268C,22,OH,NORTH CANTON PUBLIC LIBRARY,3,170299,174141,182458,185159,185159,192476,193526,201329,179497,184066,184471,182617,188768,183098,169279,169051,169889,737338,758023,718663,710272,729116,741126
579,269C,29441,OH,NORWALK PUBLIC LIBRARY,63012,29566,30883,30535,31696,31696,45430,47055,46616,48174,160279,164783,165283,169566,173016,140037,135353,136385,136943,138860,146879,180995,149678,150061
580,270C,0,OH,OAK HARBOR PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352971,448404
581,271C,0,OH,OAK HILL PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,272C,282,OH,WRIGHT MEMORIAL PUBLIC LIBRARY,1,0,0,40,0,0,214926,213572,213011,213194,232289,204588,205267,205987,204559,253794,254041,391456,391466,376640,390368,385447,386682,385423
583,273C,164797,OH,OBERLIN PUBLIC LIBRARY,181017,183738,180242,233253,282716,282716,333490,365989,282603,444667,434586,492666,488130,425801,528544,537304,528307,794406,780917,792467,738548,748738,755015,764222
584,274C,0,OH,ORRVILLE PUBLIC LIBRARY,0,0,0,0,0,0,139223,145481,134107,143514,133449,145766,150367,134684,139176,139056,124852,125404,322868,331366,331364,333587,339768,328204
585,276C,0,OH,PUTNAM COUNTY DISTRICT LIBRARY,0,0,121898,117709,134470,134470,73353,84544,49352,34279,35268,0,0,0,0,0,0,0,0,0,0,0,0,0
586,277C,291770,OH,MORLEY LIBRARY,288425,527135,535225,554723,570198,570198,703126,791906,730905,1566407,1534458,789894,813696,817598,1048400,1023500,1012017,1026051,1022255,1035483,955481,971421,994280,989238
587,278C,500,OH,PATASKALA PUBLIC LIBRARY,0,5,0,2852,0,0,52,0,0,0,0,0,0,0,0,243748,251833,254997,245915,238041,242982,252227,253691,266599
588,279C,0,OH,PAULDING COUNTY CARNEGIE LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676080,584897,583382,577322,665875,473396,484311
589,280C,12,OH,PEMBERVILLE PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178859,177190,175236,175098,0,0,0,0,191801,201441
590,282C,393869,OH,PERRY PUBLIC LIBRARY,404110,400564,454799,365923,357344,357344,333689,350346,299917,153548,214703,235934,252390,223686,586947,459949,431866,431874,417517,442366,408363,401829,430341,729756
591,283C,34,OH,WAY PUBLIC LIBRARY,0,0,0,0,0,0,0,5045000,0,0,0,0,485416,438121,452756,475133,915818,841409,834360,749470,759473,783396,794880,807573
592,284C,0,OH,PICKERINGTON PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858787,844424,830555,844796,823370,745142,754899
593,286C,0,OH,PLAIN CITY PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197213,196501,184865,176312,180025,180443,183681,200458,523471
594,287C,0,OH,MEIGS COUNTY DISTRICT PUBLIC LIBRARY,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334663,336714,341520,352226
595,288C,0,OH,IDA RUPP PUBLIC LIBRARY,0,0,0,0,0,0,0,10350,0,0,0,0,0,0,0,0,0,540116,551214,545000,537338,491149,915745,928722
596,289C,0,OH,PORTSMOUTH PUBLIC LIBRARY,0,0,0,0,151,151,0,0,0,0,0,9671,5000,0,0,0,0,0,904914,914870,934455,943060,957632,976504
597,290C,0,OH,REED MEMORIAL LIBRARY,0,0,0,0,14841,14841,0,0,0,0,4537663,513357,475425,488286,480310,466000,468940,475340,460359,894828,869804,863604,848551,833264
598,291C,0,OH,RICHWOOD-NORTH UNION PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161335,169330,173674
599,292C,395,OH,UNION TOWNSHIP PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162780,167295,165879,201739,167119,173786,170090
600,293C,0,OH,ROCK CREEK PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111823,105359
601,294C,0,OH,ROCKFORD CARNEGIE LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60660,61470,61571,62573,63449,63575
602,295C,799197,OH,ROCKY RIVER PUBLIC LIBRARY,803112,718398,1317554,1344496,1319664,1319664,1390414,2243728,2027132,2310720,2304412,2010426,3213352,3236932,3005017,3155979,3188757,3129460,3090789,3144400,3158160,3198657,3203470,3339224
603,296C,19,OH,ROSSFORD PUBLIC LIBRARY,0,0,0,0,1500,1500,0,0,0,0,356008,402264,397112,399527,421901,416486,435201,434040,427280,411233,311543,312122,309534,310576
604,297C,0,OH,SABINA PUBLIC LIBRARY,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,102356,109418,108581,90957
605,298C,0,OH,SALEM PUBLIC LIBRARY,0,339,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322704,327302,328492,318923,330665,332209
606,300C,1470037,OH,SHAKER HEIGHTS PUBLIC LIBRARY,1471961,1490265,1800283,1820665,1807054,1807054,2717695,2648471,2553148,2586702,3164973,3064140,3049841,3058154,2979537,3062921,3274291,3013374,2913920,2886278,2697122,2745251,2648734,2703989
607,301C,0,OH,PERRY COOK MEMORIAL PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,302C,0,OH,MARVIN MEMORIAL LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365343
609,304C,0,OH,CLARK COUNTY PUBLIC LIBRARY,0,0,296360,313023,381342,381342,439042,0,0,486461,326105,0,0,0,0,0,0,0,2526906,2439654,2496624,2492222,2492859,2468217
610,311C,0,OH,SWANTON PUBLIC LIBRARY,54,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105135,101006,97975,307597,281535,226649,228742,229329
611,312C,19,OH,MOHAWK COMMUNITY LIBRARY,35,11,0,11,0,0,0,1236,0,0,0,1250,0,0,0,0,0,0,77036,76420,78135,78727,80926,81147
612,313C,0,OH,TIFFIN-SENECA PUBLIC LIBRARY,0,0,0,0,0,0,0,2030,0,0,0,0,0,0,0,0,0,0,491651,495390,496663,505210,510506,515592
613,314C,0,OH,TIPP CITY PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,3195,25600,0,0,0,0,284716,283227,290807,291537,242582,247378,249433
614,315C,4667668,OH,TOLEDO-LUCAS COUNTY PUBLIC LIBRARY,4689004,4747373,4776662,9743740,4892203,4892203,6281705,6281550,6199563,7137271,6170766,13946615,13902164,14037458,13950766,17747372,17255988,15546557,15436560,15293114,19658117,19694953,20195282,20299980
615,316C,0,OH,TROY-MIAMI COUNTY PUBLIC LIBRARY,0,0,17,2500,1375,1375,0,0,0,0,0,0,0,0,0,0,0,546988,551935,555692,557020,558685,566041,646394
616,317C,103974,OH,TWINSBURG PUBLIC LIBRARY,107625,117374,122420,130202,137152,137152,593724,622999,623255,1195122,746611,744145,770739,783413,715248,682013,1598498,1388640,1375720,1338406,1418594,1359627,1352725,1377312
617,318C,1106,OH,UPPER ARLINGTON PUBLIC LIBRARY,749449,759104,761961,771994,752680,752680,1002490,1004450,884641,884023,1951693,1973417,1977829,2001574,2018330,2677994,2698325,2739921,2705480,2671311,2670063,2715046,2722670,2741727
618,319C,0,OH,UPPER SANDUSKY COMMUNITY LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308468,306436,306992,307624,304050,305870,313361
619,320C,104337,OH,CHAMPAIGN COUNTY LIBRARY,95515,100859,101404,102233,104158,104158,112288,116383,117648,116590,122656,124926,124189,125086,128588,123802,101861,94732,464820,460499,473980,468003,420966,424769
620,321C,0,OH,BRUMBACK LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,193918,187544,183777,176801,177412,176670,179799,181554,171587,175889,174201
621,322C,24006,OH,RITTER PUBLIC LIBRARY,271923,265647,253524,287138,352008,352008,268080,284703,280270,278364,340470,331630,355575,340014,323434,530876,530443,465545,531216,500421,720410,619257,718015,841407
622,323C,0,OH,WORCH MEMORIAL PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,326C,0,OH,WARREN-TRUMBULL COUNTY PUBLIC LIBRARY,0,24684,0,766664,798656,798656,820560,825486,823974,817064,797129,633473,655087,664782,2032232,1873219,1697845,2038880,2135567,2085605,2124720,2134314,2135824,2134460
624,327C,0,OH,CARNEGIE PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,328C,0,OH,WAUSEON PUBLIC LIBRARY,0,0,17333,17513,20595,20595,21517,25962,25239,24591,24812,27780,29955,28362,26553,26178,25725,25131,29718,213743,214232,214234,218373,193023
626,329C,0,OH,GARNET A. WILSON PL OF PIKE CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301809,306428,311535,306400,347603,345006,353167
627,330C,10,OH,WAYNE PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121079,124230
628,332C,0,OH,HERRICK MEMORIAL PUBLIC LIBRARY,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155746,155068,152021,153159,148550,146207,146036,150031,153057
629,333C,0,OH,SYLVESTER MEMORIAL WELLSTON PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,334C,0,OH,WELLSVILLE CARNEGIE PUBLIC LIBRARY,0,0,0,0,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,336C,0,OH,MILTON UNION PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109459,108771,109649,107462,107967,108955
632,337C,1153,OH,WESTERVILLE PUBLIC LIBRARY,431,402,0,164,0,0,12652,0,0,0,1512724,1494056,1611632,1592444,1599880,1976420,1895116,2006837,1825958,4508797,4524041,4019851,4028007,4080696
633,338C,579936,OH,PORTER PUBLIC LIBRARY,611175,1422486,1497473,1532120,1583662,1583662,1903581,1942225,1981625,2062496,2096853,2936320,3121776,2757696,2774675,2727207,3519750,3426326,3381577,3325662,3288968,3429933,3394039,3416403
634,339C,13,OH,WESTON PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227116
635,340C,280262,OH,WICKLIFFE PUBLIC LIBRARY,279651,281400,270914,282420,300354,300354,294599,293813,288331,269341,300759,280561,271568,287446,284908,839113,881619,803753,783133,764197,694299,671498,699457,714932
636,342A,324919,OH,WILLOUGHBY-EASTLAKE PUBLIC LIBRARY,315404,318881,324373,333180,335662,335662,348394,1813929,1819687,1767862,1745672,1734553,1734044,1807002,1872792,1711324,1746801,3246098,3249228,3205120,2879929,2829831,2881707,2999341
637,343C,0,OH,WILMINGTON PUBLIC LIBRARY OF CLINTON COUNTY,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556184,528406,554983,544178,548036,558619
638,344C,0,OH,MONROE COUNTY DISTRICT LIBRARY,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,345C,0,OH,WAYNE COUNTY PUBLIC LIBRARY,0,1018439,1090171,1107701,1133169,1133169,1291599,1311143,1330088,1354346,1354727,1391327,1428016,1444212,1484154,1382684,1810453,1830027,1809751,1788947,1759980,1784201,1768333,1755797
640,346C,839,OH,WORTHINGTON PUBLIC LIBRARY,2599994,2819627,2786510,2736950,2765084,2765084,2838835,2868847,2945181,2988659,2669559,2651313,2896196,6906556,6843845,6580145,6356236,6599628,6104950,6113511,6088379,5965626,7531145,7631978
641,348C,920472,OH,"YOUNGSTOWN AND MAHONING COUNTY, PL OF",941485,948805,971387,992558,995206,995206,1054979,1042724,1106989,1026599,1085211,1101673,1100860,3456721,3407952,3188943,3090708,3103010,9354539,9142787,9199333,9247731,9407729,8578869
642,349C,2442,OH,DR. EARL S. SLOAN LIBRARY,49,14006,13435,13784,10604,10604,17433,0,17945,19744,19462,21308,22286,20176,0,0,9,48452,51236,19932,19759,0,0,0
643,350C,0,OH,MUSKINGUM COUNTY LIBRARY SYSTEM,499,0,494,0,0,0,844,0,0,0,0,0,0,0,0,0,0,1267326,1576607,1575494,1433450,1409401,1487779,1563320
644,BG001,99979,TN,GILES COUNTY PUBLIC LIBRARY,106327,111508,115920,118701,118702,118702,130350,133500,140581,140581,140581,140581,140581,216162,144281,149281,169281,169281,177739,177739,178789,178789,178789,178789
645,BG002,40226,TN,HICKMAN COUNTY PUBLIC LIBRARY,42350,44129,47031,48943,52063,52063,82797,96049,99816,102258,106909,115783,132917,135251,141818,164879,168579,180067,180067,180067,180067,187097,195286,195286
646,BG003,125000,TN,LAWRENCE COUNTY PUBLIC LIBRARY,139360,150190,153584,156166,173017,173017,173517,184470,193722,202023,202023,202023,223472,223472,275050,279881,279881,279881,283134,283085,297386,302806,314390,344561
647,BG004,34282,TN,LEWIS COUNTY PUBLIC LIBRARY,35181,36181,37811,40503,40703,40703,46843,52402,56982,60534,64868,64902,66973,71512,73238,75202,79903,79903,80123,80123,80123,81523,81523,87259
648,BG005,168131,TN,MAURY COUNTY PUBLIC LIBRARY,175015,181081,191841,204692,223736,223736,297026,301438,340945,388184,414401,430736,453615,473156,522107,589239,655384,566329,560626,609317,628203,633337,631014,631014
649,BG006,22181,TN,PERRY COUNTY PUBLIC LIBRARY,27637,29642,34857,35857,40306,40306,50299,50299,59587,66889,74037,74037,74037,76295,77890,91990,91990,101147,102762,102011,102080,102080,102080,110311
650,BG007,29000,TN,WAYNE COUNTY PUBLIC LIBRARY,29900,31906,32987,34289,45195,45195,60118,62165,66284,86151,86151,83919,91490,98051,111894,125336,142929,142223,142223,142916,142953,145327,152730,156522
651,BG008,387431,TN,WILLIAMSON COUNTY PUBLIC LIBRARY,398002,449458,502519,566828,652169,652169,856498,966768,1014194,1150235,1135597,1566687,1547041,1627559,1630514,1833728,1754159,1765581,1778809,1875203,1875203,1918365,1957529,2030082
652,BG010,100569,TN,MARSHALL COUNTY MEMORIAL LIBRARY,105553,113833,119582,125200,133019,133019,142825,147964,160044,175286,197840,197840,197840,197840,244922,244922,244922,244922,244922,244922,244922,279661,307000,325000
653,CF001,66548,TN,ART CIRCLE PUBLIC LIBRARY,80112,110753,113582,130971,141523,141523,194091,230883,231823,247089,247089,258275,328519,346892,371584,391611,392079,452463,452463,493188,520443,605063,670326,713657
654,CF002,34575,TN,BEENE-PEARSON PUBLIC LIBRARY,35492,36817,44398,41936,44552,44552,63765,64147,68421,67787,74288,79542,81456,84501,84684,91992,92112,89930,90782,84694,87334,88689,94077,97993
655,CF003,75692,TN,JASPER PUBLIC LIBRARY,76129,84065,91418,90209,99237,99237,132862,140207,155835,166855,166665,170026,190856,188478,202026,200241,198378,196124,191422,200629,204745,207500,212850,212390
656,CF004,21749,TN,ORENA HUMPHREYS PUBLIC LIBRARY,21086,23775,25290,25784,25917,25917,33145,40567,42139,48122,48427,51093,52892,53906,54295,57711,58244,71427,78766,80135,80135,82248,78212,83734
657,CF005,33035,TN,WHITE COUNTY PUBLIC LIBRARY,33835,35408,40922,40489,45122,45122,63418,63828,68710,79646,97027,98000,100232,102364,106608,158695,163974,164774,167620,194317,201512,212944,216683,222643
658,CF006,39028,TN,SEQUATCHIE COUNTY PUBLIC LIBRARY,41791,40550,41059,44444,43525,43525,48395,48650,53103,58219,60479,61640,63879,67835,68810,81201,85210,93178,97083,97083,107430,106641,107901,129836
659,CF007,7640,TN,BURRITT MEMORIAL LIBRARY,8110,8110,8110,8250,9270,9270,15102,16102,16200,16700,18296,19633,23304,23304,23304,25704,25704,27204,28000,29493,29493,31837,31837,32837
660,CF010,5827,TN,ALTAMONT PUBLIC LIBRARY,5936,5864,5864,5655,8830,8830,10229,9446,9678,10125,9678,12922,10928,12345,11328,11328,11328,11328,11328,11328,11328,11328,11936,12136
661,CP001,30650,TN,BARBARA REYNOLDS CARR MEMORIAL LIBRARY,34475,35175,49036,49136,49536,49536,49236,48236,50636,55905,57164,58392,62000,61500,61500,73325,78000,92616,95813,102569,107431,107189,112150,115862
662,CP006,8526,TN,HUNTSVILLE PUBLIC LIBRARY,8525,9332,9455,10537,10803,10803,13602,13602,14581,14944,15725,18559,17054,17744,20038,22707,25298,25063,27653,25212,26407,27089,26062,25851
663,CP007,8471,TN,JACKSBORO PUBLIC LIBRARY,8764,12319,10679,10374,14411,14411,16689,34948,54927,59475,57881,67439,72781,86368,95601,105307,105707,107387,89900,92139,98648,98648,98648,88024
664,FD007,8700,TN,RIDGELY PUBLIC LIBRARY,8700,8700,8700,8700,9450,9450,9700,9700,10450,10400,10700,10700,11000,10700,10925,10625,11750,11000,11000,11000,11000,11000,11700,11700
